date[YYYYDDD],date,product,band,min,max,sum,range,mean,variance,standard_deviation,tot_pixels,pixels_pass_qa,per_cent_pixels_pass_qa
A2000049,2000-02-18,MOD21A2,LST_Night_1KM,,,,,,,,961,0,0.00
A2000057,2000-02-26,MOD21A2,LST_Night_1KM,269.2600,274.1800,261254.7812,4.9200,271.8572,0.6526,0.8079,961,961,100.00
A2000065,2000-03-05,MOD21A2,LST_Night_1KM,265.6600,271.6400,144299.4219,5.9800,268.7140,1.0274,1.0136,961,537,55.88
A2000073,2000-03-13,MOD21A2,LST_Night_1KM,259.5600,271.2800,21456.1211,11.7200,264.8904,10.3868,3.2229,961,81,8.43
A2000081,2000-03-21,MOD21A2,LST_Night_1KM,269.5000,278.5600,263754.4375,9.0600,275.0307,1.7448,1.3209,961,959,99.79
A2000089,2000-03-29,MOD21A2,LST_Night_1KM,273.4200,279.8800,264461.6875,6.4600,276.6336,1.1911,1.0914,961,956,99.48
A2000097,2000-04-06,MOD21A2,LST_Night_1KM,267.4200,280.9800,106282.8516,13.5600,272.5201,8.8151,2.9690,961,390,40.58
A2000105,2000-04-14,MOD21A2,LST_Night_1KM,278.3600,286.9400,271593.1875,8.5800,282.6152,2.3886,1.5455,961,961,100.00
A2000113,2000-04-22,MOD21A2,LST_Night_1KM,280.3800,290.3600,272606.0000,9.9800,286.0504,2.7275,1.6515,961,953,99.17
A2000121,2000-04-30,MOD21A2,LST_Night_1KM,277.7600,287.4200,271275.5625,9.6600,282.2847,2.8818,1.6976,961,961,100.00
A2000129,2000-05-08,MOD21A2,LST_Night_1KM,278.2600,289.2000,271855.2500,10.9400,283.4778,2.6982,1.6426,961,959,99.79
A2000137,2000-05-16,MOD21A2,LST_Night_1KM,277.3800,290.9400,270577.6875,13.5600,283.9220,2.4282,1.5583,961,953,99.17
A2000145,2000-05-24,MOD21A2,LST_Night_1KM,274.9000,289.9800,223668.2031,15.0800,283.4832,7.7501,2.7839,961,789,82.10
A2000153,2000-06-01,MOD21A2,LST_Night_1KM,279.8600,320.6000,274358.7812,40.7400,285.7904,4.2954,2.0725,961,960,99.90
A2000161,2000-06-09,MOD21A2,LST_Night_1KM,282.7400,296.9400,277886.8438,14.2000,289.1642,2.7426,1.6561,961,961,100.00
A2000169,2000-06-17,MOD21A2,LST_Night_1KM,279.1400,292.9200,274104.3750,13.7800,286.1215,5.0202,2.2406,961,958,99.69
A2000177,2000-06-25,MOD21A2,LST_Night_1KM,276.4200,289.0000,168988.5938,12.5800,284.0144,11.0658,3.3265,961,595,61.91
A2000185,2000-07-03,MOD21A2,LST_Night_1KM,282.1800,288.3400,268495.8125,6.1600,285.0274,1.1017,1.0496,961,942,98.02
A2000193,2000-07-11,MOD21A2,LST_Night_1KM,277.1200,285.3600,89970.7344,8.2400,282.0399,3.9451,1.9862,961,319,33.19
A2000201,2000-07-19,MOD21A2,LST_Night_1KM,280.1800,290.7800,241497.6094,10.6000,287.1553,3.3202,1.8221,961,841,87.51
A2000209,2000-07-27,MOD21A2,LST_Night_1KM,281.7800,290.0000,247871.2656,8.2200,286.2255,1.4741,1.2141,961,866,90.11
A2000217,2000-08-04,MOD21A2,LST_Night_1KM,280.6400,289.4600,3143.4600,8.8200,285.7691,13.6179,3.6902,961,11,1.14
A2000225,2000-08-12,MOD21A2,LST_Night_1KM,289.9600,298.8000,236105.7969,8.8400,294.3962,2.6193,1.6184,961,802,83.45
A2000233,2000-08-20,MOD21A2,LST_Night_1KM,283.7000,295.1200,276454.2812,11.4200,287.6736,1.9787,1.4066,961,961,100.00
A2000241,2000-08-28,MOD21A2,LST_Night_1KM,281.4800,288.7200,270106.0938,7.2400,285.5244,1.7933,1.3391,961,946,98.44
A2000249,2000-09-05,MOD21A2,LST_Night_1KM,278.8600,288.9000,271157.3438,10.0400,282.7501,2.0642,1.4367,961,959,99.79
A2000257,2000-09-13,MOD21A2,LST_Night_1KM,274.6400,287.8400,265531.3125,13.2000,278.6268,5.8713,2.4231,961,953,99.17
A2000265,2000-09-21,MOD21A2,LST_Night_1KM,276.0000,284.8800,268744.4062,8.8800,279.6508,1.4300,1.1958,961,961,100.00
A2000273,2000-09-29,MOD21A2,LST_Night_1KM,278.9800,286.3000,271138.9062,7.3200,283.6181,1.3546,1.1639,961,956,99.48
A2000281,2000-10-07,MOD21A2,LST_Night_1KM,276.4600,285.4600,74484.2422,9.0000,282.1373,4.2940,2.0722,961,264,27.47
A2000289,2000-10-15,MOD21A2,LST_Night_1KM,275.0000,282.4400,267309.1562,7.4400,278.4471,1.7512,1.3233,961,960,99.90
A2000297,2000-10-23,MOD21A2,LST_Night_1KM,268.5800,279.6600,243763.1875,11.0800,274.1993,3.9054,1.9762,961,889,92.51
A2000305,2000-10-31,MOD21A2,LST_Night_1KM,272.4200,280.1200,261124.6562,7.7000,275.7388,1.0785,1.0385,961,947,98.54
A2000313,2000-11-08,MOD21A2,LST_Night_1KM,270.5800,277.7200,263130.6562,7.1400,274.6667,1.5983,1.2643,961,958,99.69
A2000321,2000-11-16,MOD21A2,LST_Night_1KM,273.8800,276.3600,1652.6200,2.4800,275.4367,1.2207,1.1049,961,6,0.62
A2000329,2000-11-24,MOD21A2,LST_Night_1KM,266.4600,273.5200,251002.7969,7.0600,270.4771,0.9801,0.9900,961,928,96.57
A2000337,2000-12-02,MOD21A2,LST_Night_1KM,270.7000,276.0200,255285.1562,5.3200,273.9111,0.7469,0.8643,961,932,96.98
A2000345,2000-12-10,MOD21A2,LST_Night_1KM,272.0400,276.4600,128520.5547,4.4200,275.2046,0.8724,0.9340,961,467,48.60
A2000353,2000-12-18,MOD21A2,LST_Night_1KM,261.9400,272.3400,249989.0781,10.4000,266.7973,1.3279,1.1524,961,937,97.50
A2000361,2000-12-26,MOD21A2,LST_Night_1KM,265.7400,273.0400,14776.6797,7.3000,268.6669,3.6819,1.9188,961,55,5.72
A2001001,2001-01-01,MOD21A2,LST_Night_1KM,255.3400,271.8000,145398.7031,16.4600,265.3261,11.3616,3.3707,961,548,57.02
A2001009,2001-01-09,MOD21A2,LST_Night_1KM,260.5000,271.5400,247116.9062,11.0400,267.1534,1.6114,1.2694,961,925,96.25
A2001017,2001-01-17,MOD21A2,LST_Night_1KM,261.1000,267.6600,212304.1094,6.5600,264.7184,1.0084,1.0042,961,802,83.45
A2001025,2001-01-25,MOD21A2,LST_Night_1KM,266.5800,272.4000,247456.1562,5.8200,269.8540,1.1167,1.0567,961,917,95.42
A2001033,2001-02-02,MOD21A2,LST_Night_1KM,260.5200,265.0200,1848.1200,4.5000,264.0172,2.1525,1.4671,961,7,0.73
A2001041,2001-02-10,MOD21A2,LST_Night_1KM,266.4600,273.3200,253891.6406,6.8600,269.5240,1.3247,1.1510,961,942,98.02
A2001049,2001-02-18,MOD21A2,LST_Night_1KM,252.1800,271.1600,228500.7500,18.9800,261.4425,10.6012,3.2559,961,874,90.95
A2001057,2001-02-26,MOD21A2,LST_Night_1KM,256.1000,270.7800,253374.7812,14.6800,265.0364,4.7335,2.1757,961,956,99.48
A2001065,2001-03-06,MOD21A2,LST_Night_1KM,269.4200,277.6000,261367.5156,8.1800,273.3970,2.0735,1.4400,961,956,99.48
A2001073,2001-03-14,MOD21A2,LST_Night_1KM,266.3800,275.5800,259534.3750,9.2000,272.6201,1.7401,1.3191,961,952,99.06
A2001081,2001-03-22,MOD21A2,LST_Night_1KM,268.5800,277.8200,126482.5234,9.2400,274.3656,2.3389,1.5293,961,461,47.97
A2001089,2001-03-30,MOD21A2,LST_Night_1KM,272.5600,282.4600,265435.3438,9.9000,276.7835,1.9193,1.3854,961,959,99.79
A2001097,2001-04-07,MOD21A2,LST_Night_1KM,266.7800,277.2000,197993.1250,10.4200,271.9686,2.5199,1.5874,961,728,75.75
A2001105,2001-04-15,MOD21A2,LST_Night_1KM,270.5400,277.3600,142271.6875,6.8200,273.5994,1.6982,1.3032,961,520,54.11
A2001113,2001-04-23,MOD21A2,LST_Night_1KM,278.3000,286.2800,271085.3750,7.9800,283.8590,1.0872,1.0427,961,955,99.38
A2001121,2001-05-01,MOD21A2,LST_Night_1KM,281.3400,289.8600,262033.8125,8.5200,286.0631,1.5794,1.2568,961,916,95.32
A2001129,2001-05-09,MOD21A2,LST_Night_1KM,277.4600,286.6000,269295.3750,9.1400,282.5765,2.8349,1.6837,961,953,99.17
A2001137,2001-05-17,MOD21A2,LST_Night_1KM,277.0000,286.4200,269038.9688,9.4200,281.4215,3.2563,1.8045,961,956,99.48
A2001145,2001-05-25,MOD21A2,LST_Night_1KM,277.6400,288.7600,267940.2812,11.1200,284.1360,3.3252,1.8235,961,943,98.13
A2001153,2001-06-02,MOD21A2,LST_Night_1KM,282.5800,285.1400,2272.6199,2.5600,284.0775,0.5260,0.7252,961,8,0.83
A2001161,2001-06-10,MOD21A2,LST_Night_1KM,277.1600,286.9000,210441.1250,9.7400,283.2317,2.7835,1.6684,961,743,77.32
A2001177,2001-06-26,MOD21A2,LST_Night_1KM,,,,,,,,961,0,0.00
A2001185,2001-07-04,MOD21A2,LST_Night_1KM,283.1800,292.6400,244212.6406,9.4600,288.6674,1.8084,1.3448,961,846,88.03
A2001193,2001-07-12,MOD21A2,LST_Night_1KM,285.0600,297.3400,267484.9375,12.2800,288.8606,8.9938,2.9990,961,926,96.36
A2001201,2001-07-20,MOD21A2,LST_Night_1KM,281.3000,289.4200,21130.2227,8.1200,285.5435,6.1478,2.4795,961,74,7.70
A2001209,2001-07-28,MOD21A2,LST_Night_1KM,285.4800,294.7400,270708.6875,9.2600,288.9100,2.3997,1.5491,961,937,97.50
A2001217,2001-08-05,MOD21A2,LST_Night_1KM,281.5000,291.4800,234060.4375,9.9800,284.7451,1.7739,1.3319,961,822,85.54
A2001225,2001-08-13,MOD21A2,LST_Night_1KM,288.0400,295.8400,279841.6562,7.8000,291.5017,1.9914,1.4112,961,960,99.90
A2001233,2001-08-21,MOD21A2,LST_Night_1KM,286.9600,292.9200,271762.3125,5.9600,289.7253,1.4257,1.1940,961,938,97.61
A2001241,2001-08-29,MOD21A2,LST_Night_1KM,278.7800,287.5200,270007.0000,8.7400,282.4341,1.7670,1.3293,961,956,99.48
A2001249,2001-09-06,MOD21A2,LST_Night_1KM,279.1800,284.1800,193794.8750,5.0000,281.2698,1.1268,1.0615,961,689,71.70
A2001257,2001-09-14,MOD21A2,LST_Night_1KM,277.5200,285.5400,248169.9844,8.0200,281.3719,1.4260,1.1942,961,882,91.78
A2001265,2001-09-22,MOD21A2,LST_Night_1KM,275.8400,281.9400,258565.3281,6.1000,278.6264,0.7904,0.8890,961,928,96.57
A2001273,2001-09-30,MOD21A2,LST_Night_1KM,278.3400,289.5200,272047.8750,11.1800,285.4647,3.0930,1.7587,961,953,99.17
A2001281,2001-10-08,MOD21A2,LST_Night_1KM,278.4800,286.3600,271503.7188,7.8800,282.5221,1.2336,1.1107,961,961,100.00
A2001289,2001-10-16,MOD21A2,LST_Night_1KM,275.1000,282.4400,258853.0000,7.3400,278.9364,1.1780,1.0854,961,928,96.57
A2001297,2001-10-24,MOD21A2,LST_Night_1KM,272.1400,284.4200,265798.0938,12.2800,277.7410,3.2348,1.7986,961,957,99.58
A2001305,2001-11-01,MOD21A2,LST_Night_1KM,269.8400,278.0800,259119.9531,8.2400,273.3333,1.7762,1.3328,961,948,98.65
A2001313,2001-11-09,MOD21A2,LST_Night_1KM,267.5200,275.0400,257265.8281,7.5200,270.5214,0.8437,0.9185,961,951,98.96
A2001321,2001-11-17,MOD21A2,LST_Night_1KM,266.8000,276.4000,257398.3906,9.6000,271.5173,1.0468,1.0231,961,948,98.65
A2001329,2001-11-25,MOD21A2,LST_Night_1KM,,,,,,,,961,0,0.00
A2001337,2001-12-03,MOD21A2,LST_Night_1KM,257.2600,268.3400,250162.1562,11.0800,261.4025,2.2410,1.4970,961,957,99.58
A2001345,2001-12-11,MOD21A2,LST_Night_1KM,256.9800,264.0800,29516.5078,7.1000,261.2080,2.3966,1.5481,961,113,11.76
A2001353,2001-12-19,MOD21A2,LST_Night_1KM,253.1400,263.5600,213807.2812,10.4200,258.5336,4.2446,2.0602,961,827,86.06
A2001361,2001-12-27,MOD21A2,LST_Night_1KM,245.8400,265.5200,233015.1406,19.6800,262.4044,5.6006,2.3666,961,888,92.40
A2002001,2002-01-01,MOD21A2,LST_Night_1KM,246.2400,258.6000,242995.8438,12.3600,253.9142,3.5399,1.8815,961,957,99.58
A2002089,2002-03-30,MOD21A2,LST_Night_1KM,269.0800,279.4200,261489.8594,10.3400,272.9539,2.4075,1.5516,961,958,99.69
A2002097,2002-04-07,MOD21A2,LST_Night_1KM,268.8600,276.3000,261226.1875,7.4400,272.3943,1.8111,1.3458,961,959,99.79
A2002105,2002-04-15,MOD21A2,LST_Night_1KM,273.4200,283.0600,260511.6875,9.6400,278.6221,2.7170,1.6483,961,935,97.29
A2002113,2002-04-23,MOD21A2,LST_Night_1KM,272.3000,282.1600,220198.5938,9.8600,276.9794,2.9391,1.7144,961,795,82.73
A2002121,2002-05-01,MOD21A2,LST_Night_1KM,280.2400,289.4400,244652.0469,9.2000,284.1487,2.4104,1.5526,961,861,89.59
A2002129,2002-05-09,MOD21A2,LST_Night_1KM,282.3000,290.3000,205170.9844,8.0000,286.1520,2.0303,1.4249,961,717,74.61
A2002137,2002-05-17,MOD21A2,LST_Night_1KM,280.8800,288.3000,268719.5938,7.4200,284.3593,2.1117,1.4532,961,945,98.34
A2002145,2002-05-25,MOD21A2,LST_Night_1KM,279.7200,282.6800,5349.6802,2.9600,281.5621,0.8588,0.9267,961,19,1.98
A2002153,2002-06-02,MOD21A2,LST_Night_1KM,276.9600,289.3400,229352.4688,12.3800,284.9099,2.1633,1.4708,961,805,83.77
A2002161,2002-06-10,MOD21A2,LST_Night_1KM,276.5800,289.6800,266367.1875,13.1000,284.2766,2.8064,1.6752,961,937,97.50
A2002169,2002-06-18,MOD21A2,LST_Night_1KM,286.2000,441.4600,279532.3125,155.2600,290.8765,30.5421,5.5265,961,961,100.00
A2002177,2002-06-26,MOD21A2,LST_Night_1KM,279.9800,290.0600,223273.5156,10.0800,285.8816,4.1683,2.0416,961,781,81.27
A2002185,2002-07-04,MOD21A2,LST_Night_1KM,286.2800,298.9400,279395.9375,12.6600,291.3409,7.1806,2.6797,961,959,99.79
A2002193,2002-07-12,MOD21A2,LST_Night_1KM,285.3600,291.5200,99787.0156,6.1600,287.5706,0.7787,0.8824,961,347,36.11
A2002201,2002-07-20,MOD21A2,LST_Night_1KM,282.3800,292.9600,226025.0156,10.5800,287.1982,2.9097,1.7058,961,787,81.89
A2002209,2002-07-28,MOD21A2,LST_Night_1KM,287.1000,293.4400,247959.9688,6.3400,290.3513,0.9269,0.9628,961,854,88.87
A2002217,2002-08-05,MOD21A2,LST_Night_1KM,285.1800,292.6400,91596.2188,7.4600,288.0384,1.7599,1.3266,961,318,33.09
A2002225,2002-08-13,MOD21A2,LST_Night_1KM,284.7800,293.1000,275265.3750,8.3200,289.1443,2.3320,1.5271,961,952,99.06
A2002233,2002-08-21,MOD21A2,LST_Night_1KM,284.3800,292.4400,268320.0938,8.0600,288.2063,1.8974,1.3775,961,931,96.88
A2002241,2002-08-29,MOD21A2,LST_Night_1KM,285.1400,293.7800,230344.3438,8.6400,288.6521,1.9115,1.3826,961,798,83.04
A2002249,2002-09-06,MOD21A2,LST_Night_1KM,279.4600,289.4200,270000.8750,9.9600,283.6143,2.3954,1.5477,961,952,99.06
A2002257,2002-09-14,MOD21A2,LST_Night_1KM,263.5600,288.7400,196051.4844,25.1800,280.8760,10.4767,3.2368,961,698,72.63
A2002265,2002-09-22,MOD21A2,LST_Night_1KM,269.4200,282.2000,259516.8125,12.7800,277.2616,2.1977,1.4825,961,936,97.40
A2002273,2002-09-30,MOD21A2,LST_Night_1KM,273.2000,282.0800,265965.5312,8.8800,278.4979,1.4847,1.2185,961,955,99.38
A2002281,2002-10-08,MOD21A2,LST_Night_1KM,259.9000,281.2600,236797.9062,21.3600,276.3103,18.6196,4.3150,961,857,89.18
A2002289,2002-10-16,MOD21A2,LST_Night_1KM,270.6800,282.7800,251693.1875,12.1000,275.9794,2.5673,1.6023,961,912,94.90
A2002297,2002-10-24,MOD21A2,LST_Night_1KM,270.6600,284.0800,246221.6562,13.4200,276.9648,7.0801,2.6608,961,889,92.51
A2002305,2002-11-01,MOD21A2,LST_Night_1KM,266.0000,274.7200,252465.9062,8.7200,269.7285,1.6176,1.2718,961,936,97.40
A2002313,2002-11-09,MOD21A2,LST_Night_1KM,269.7200,276.9000,233729.7031,7.1800,273.6882,1.2108,1.1004,961,854,88.87
A2002321,2002-11-17,MOD21A2,LST_Night_1KM,271.2600,280.9200,262692.2500,9.6600,275.6477,1.6575,1.2874,961,953,99.17
A2002329,2002-11-25,MOD21A2,LST_Night_1KM,267.0600,267.0600,267.0600,0.0000,267.0600,0.0000,0.0000,961,1,0.10
A2002337,2002-12-03,MOD21A2,LST_Night_1KM,255.9600,270.7800,242507.8438,14.8200,260.7611,2.0280,1.4241,961,930,96.77
A2002345,2002-12-11,MOD21A2,LST_Night_1KM,259.1600,264.7200,249266.4375,5.5600,261.8345,0.6193,0.7869,961,952,99.06
A2002353,2002-12-19,MOD21A2,LST_Night_1KM,252.0400,267.8200,244360.5938,15.7800,259.1311,3.9472,1.9868,961,943,98.13
A2002361,2002-12-27,MOD21A2,LST_Night_1KM,250.7800,259.9200,85249.7656,9.1400,255.2388,3.1751,1.7819,961,334,34.76
A2003001,2003-01-01,MOD21A2,LST_Night_1KM,254.3600,269.7600,213025.6562,15.4000,260.7413,3.2818,1.8116,961,817,85.02
A2003009,2003-01-09,MOD21A2,LST_Night_1KM,256.1400,273.9400,238927.7656,17.8000,271.5088,12.8792,3.5888,961,880,91.57
A2003017,2003-01-17,MOD21A2,LST_Night_1KM,266.0600,273.0800,256422.6094,7.0200,269.6347,0.7890,0.8883,961,951,98.96
A2003025,2003-01-25,MOD21A2,LST_Night_1KM,258.9800,271.5200,25263.5820,12.5400,265.9324,8.9661,2.9943,961,95,9.89
A2003033,2003-02-02,MOD21A2,LST_Night_1KM,255.5200,263.0600,178172.8906,7.5400,260.1064,1.8455,1.3585,961,685,71.28
A2003041,2003-02-10,MOD21A2,LST_Night_1KM,251.9200,263.4800,199088.7812,11.5600,256.8888,3.7321,1.9319,961,775,80.65
A2003049,2003-02-18,MOD21A2,LST_Night_1KM,262.8200,269.6200,255912.5000,6.8000,266.2981,1.1615,1.0777,961,961,100.00
A2003057,2003-02-26,MOD21A2,LST_Night_1KM,265.7200,273.0400,257670.4844,7.3200,269.2482,0.9076,0.9527,961,957,99.58
A2003065,2003-03-06,MOD21A2,LST_Night_1KM,266.7000,273.8000,256225.8750,7.1000,269.7115,0.6385,0.7991,961,950,98.86
A2003073,2003-03-14,MOD21A2,LST_Night_1KM,265.8600,272.4200,256821.5625,6.5600,269.2050,1.5766,1.2556,961,954,99.27
A2003081,2003-03-22,MOD21A2,LST_Night_1KM,270.5400,279.3800,264059.0000,8.8400,274.7752,1.5643,1.2507,961,961,100.00
A2003089,2003-03-30,MOD21A2,LST_Night_1KM,260.7200,276.9200,255476.1875,16.2000,272.9446,2.6270,1.6208,961,936,97.40
A2003097,2003-04-07,MOD21A2,LST_Night_1KM,265.1800,279.3200,257928.9062,14.1400,273.8099,6.9035,2.6274,961,942,98.02
A2003105,2003-04-15,MOD21A2,LST_Night_1KM,273.8600,282.1200,266811.0312,8.2600,278.2180,2.6049,1.6140,961,959,99.79
A2003113,2003-04-23,MOD21A2,LST_Night_1KM,272.8200,281.1000,150159.2812,8.2800,277.0466,2.0728,1.4397,961,542,56.40
A2003121,2003-05-01,MOD21A2,LST_Night_1KM,279.8800,291.0800,271916.4062,11.2000,285.6265,5.5005,2.3453,961,952,99.06
A2003129,2003-05-09,MOD21A2,LST_Night_1KM,269.9000,285.1200,249860.4531,15.2200,278.5512,3.4081,1.8461,961,897,93.34
A2003137,2003-05-17,MOD21A2,LST_Night_1KM,283.2200,291.5400,236992.4062,8.3200,289.0151,3.1128,1.7643,961,820,85.33
A2003145,2003-05-25,MOD21A2,LST_Night_1KM,283.0800,291.1000,258805.8906,8.0200,286.9245,2.8343,1.6835,961,902,93.86
A2003153,2003-06-02,MOD21A2,LST_Night_1KM,283.7800,294.7800,268660.7500,11.0000,288.5722,3.4101,1.8467,961,931,96.88
A2003161,2003-06-10,MOD21A2,LST_Night_1KM,283.8000,296.4800,271862.1875,12.6800,289.5231,6.0775,2.4653,961,939,97.71
A2003169,2003-06-18,MOD21A2,LST_Night_1KM,277.6400,294.5800,72534.5391,16.9400,287.8355,22.9960,4.7954,961,252,26.22
A2003177,2003-06-26,MOD21A2,LST_Night_1KM,282.1800,291.2000,216040.2500,9.0200,286.5255,2.3167,1.5221,961,754,78.46
A2003185,2003-07-04,MOD21A2,LST_Night_1KM,276.1200,289.0800,96334.2188,12.9600,285.8582,2.6233,1.6197,961,337,35.07
A2003193,2003-07-12,MOD21A2,LST_Night_1KM,283.2000,295.5200,224725.7500,12.3200,288.1099,3.4424,1.8554,961,780,81.17
A2003201,2003-07-20,MOD21A2,LST_Night_1KM,286.5200,298.7400,278606.6875,12.2200,292.3470,4.6097,2.1470,961,953,99.17
A2003209,2003-07-28,MOD21A2,LST_Night_1KM,286.1600,296.0800,273519.1250,9.9200,291.5982,2.1588,1.4693,961,938,97.61
A2003217,2003-08-05,MOD21A2,LST_Night_1KM,283.7000,294.5400,249019.8594,10.8400,287.5518,3.7021,1.9241,961,866,90.11
A2003225,2003-08-13,MOD21A2,LST_Night_1KM,282.3200,292.0400,263329.9375,9.7200,286.5396,2.4222,1.5564,961,919,95.63
A2003233,2003-08-21,MOD21A2,LST_Night_1KM,276.0800,293.9800,245376.8281,17.9000,285.9870,2.5763,1.6051,961,858,89.28
A2003241,2003-08-29,MOD21A2,LST_Night_1KM,276.6200,285.4800,266048.8750,8.8600,281.2356,2.9677,1.7227,961,946,98.44
A2003249,2003-09-06,MOD21A2,LST_Night_1KM,277.6000,288.1000,267362.0938,10.5000,282.0275,1.9439,1.3942,961,948,98.65
A2003257,2003-09-14,MOD21A2,LST_Night_1KM,278.3200,293.1000,272031.0625,14.7800,284.5513,2.5668,1.6021,961,956,99.48
A2003265,2003-09-22,MOD21A2,LST_Night_1KM,275.7600,289.7800,268352.2188,14.0200,282.4760,2.6144,1.6169,961,950,98.86
A2003273,2003-09-30,MOD21A2,LST_Night_1KM,275.2600,284.4800,263591.8438,9.2200,278.9332,1.9713,1.4040,961,945,98.34
A2003281,2003-10-08,MOD21A2,LST_Night_1KM,270.4800,279.4800,262877.7812,9.0000,275.8424,2.1291,1.4592,961,953,99.17
A2003289,2003-10-16,MOD21A2,LST_Night_1KM,269.6000,277.6800,258835.9531,8.0800,272.4589,1.1964,1.0938,961,950,98.86
A2003297,2003-10-24,MOD21A2,LST_Night_1KM,265.9000,276.0600,257293.7344,10.1600,269.6999,1.4134,1.1889,961,954,99.27
A2003305,2003-11-01,MOD21A2,LST_Night_1KM,256.7400,281.2800,223562.7188,24.5400,277.7177,5.9596,2.4412,961,805,83.77
A2003313,2003-11-09,MOD21A2,LST_Night_1KM,268.4000,275.2600,259357.6719,6.8600,270.7283,0.6086,0.7801,961,958,99.69
A2003321,2003-11-17,MOD21A2,LST_Night_1KM,271.1600,279.8200,261724.1875,8.6600,275.7895,2.1316,1.4600,961,949,98.75
A2003329,2003-11-25,MOD21A2,LST_Night_1KM,269.6400,279.0200,260780.0000,9.3800,273.9286,1.3580,1.1653,961,952,99.06
A2003337,2003-12-03,MOD21A2,LST_Night_1KM,262.8800,274.3600,253511.5156,11.4800,268.5503,1.7775,1.3332,961,944,98.23
A2003345,2003-12-11,MOD21A2,LST_Night_1KM,265.7000,265.7000,265.7000,0.0000,265.7000,0.0000,0.0000,961,1,0.10
A2003353,2003-12-19,MOD21A2,LST_Night_1KM,263.2200,266.1400,128855.2031,2.9200,265.1342,0.3705,0.6087,961,486,50.57
A2003361,2003-12-27,MOD21A2,LST_Night_1KM,,,,,,,,961,0,0.00
A2004001,2004-01-01,MOD21A2,LST_Night_1KM,253.2200,268.6600,72668.1016,15.4400,257.6883,6.7768,2.6032,961,282,29.34
A2004009,2004-01-09,MOD21A2,LST_Night_1KM,245.3600,259.7000,44080.6953,14.3400,251.8897,24.1826,4.9176,961,175,18.21
A2004017,2004-01-17,MOD21A2,LST_Night_1KM,258.0000,270.4800,174640.2500,12.4800,267.4430,4.1152,2.0286,961,653,67.95
A2004025,2004-01-25,MOD21A2,LST_Night_1KM,262.4600,269.4400,250119.8125,6.9800,266.6523,1.7042,1.3054,961,938,97.61
A2004033,2004-02-02,MOD21A2,LST_Night_1KM,261.3400,277.0200,141884.3281,15.6800,273.3802,6.2332,2.4966,961,519,54.01
A2004041,2004-02-10,MOD21A2,LST_Night_1KM,248.2200,265.4200,153258.8438,17.2000,255.0064,14.6046,3.8216,961,601,62.54
A2004049,2004-02-18,MOD21A2,LST_Night_1KM,251.9200,265.3800,249294.9688,13.4600,261.3155,3.6950,1.9222,961,954,99.27
A2004057,2004-02-26,MOD21A2,LST_Night_1KM,255.0000,264.9600,144202.7500,9.9600,260.2938,4.0962,2.0239,961,554,57.65
A2004065,2004-03-05,MOD21A2,LST_Night_1KM,250.6000,270.9000,241305.1562,20.3000,258.0804,9.3036,3.0502,961,935,97.29
A2004073,2004-03-13,MOD21A2,LST_Night_1KM,264.2200,280.0600,258165.1250,15.8400,275.5231,2.8342,1.6835,961,937,97.50
A2004081,2004-03-21,MOD21A2,LST_Night_1KM,271.4200,278.0000,264039.0938,6.5800,275.6149,1.0092,1.0046,961,958,99.69
A2004089,2004-03-29,MOD21A2,LST_Night_1KM,272.0000,277.9800,263207.8125,5.9800,275.0343,1.1541,1.0743,961,957,99.58
A2004097,2004-04-06,MOD21A2,LST_Night_1KM,270.6400,279.3400,263506.0312,8.7000,275.0585,1.4383,1.1993,961,958,99.69
A2004105,2004-04-14,MOD21A2,LST_Night_1KM,273.9200,282.3000,267846.5000,8.3800,278.7164,1.6690,1.2919,961,961,100.00
A2004113,2004-04-22,MOD21A2,LST_Night_1KM,271.9000,283.6600,149869.1875,11.7600,277.0225,4.8313,2.1980,961,541,56.30
A2004121,2004-04-30,MOD21A2,LST_Night_1KM,276.1000,286.1200,142654.4375,10.0200,282.4840,2.6361,1.6236,961,505,52.55
A2004129,2004-05-08,MOD21A2,LST_Night_1KM,274.7000,285.0000,165682.9062,10.3000,279.3978,3.7537,1.9374,961,593,61.71
A2004137,2004-05-16,MOD21A2,LST_Night_1KM,271.0000,286.2600,159561.7656,15.2600,279.9329,8.9485,2.9914,961,570,59.31
A2004145,2004-05-24,MOD21A2,LST_Night_1KM,276.3600,286.6200,266529.2500,10.2600,281.1490,3.5297,1.8787,961,948,98.65
A2004153,2004-06-01,MOD21A2,LST_Night_1KM,276.6400,289.4400,201575.2500,12.8000,284.7108,2.7427,1.6561,961,708,73.67
A2004161,2004-06-09,MOD21A2,LST_Night_1KM,278.8400,290.8200,271556.2812,11.9800,287.3611,2.9193,1.7086,961,945,98.34
A2004169,2004-06-17,MOD21A2,LST_Night_1KM,278.5400,287.9600,254397.7969,9.4200,283.6096,1.9892,1.4104,961,897,93.34
A2004177,2004-06-25,MOD21A2,LST_Night_1KM,274.5400,290.7400,248051.4375,16.2000,284.1368,2.0533,1.4330,961,873,90.84
A2004185,2004-07-03,MOD21A2,LST_Night_1KM,282.2200,290.6600,260517.7500,8.4400,285.6554,1.6415,1.2812,961,912,94.90
A2004193,2004-07-11,MOD21A2,LST_Night_1KM,283.5000,294.5400,142850.9375,11.0400,289.1719,2.2572,1.5024,961,494,51.40
