date[YYYYDDD],date,product,band,min,max,sum,range,mean,variance,standard_deviation,tot_pixels,pixels_pass_qa,per_cent_pixels_pass_qa
A2022121,2022-05-01,MOD21A2,LST_Night_1KM,276.8400,283.2600,40291.1797,6.4200,279.7999,1.8669,1.3663,961,144,14.98
A2022129,2022-05-09,MOD21A2,LST_Night_1KM,278.0000,288.3400,216073.6875,10.3400,282.8190,3.4118,1.8471,961,764,79.50
A2022137,2022-05-17,MOD21A2,LST_Night_1KM,277.8000,286.5800,266861.0000,8.7800,282.0941,2.8758,1.6958,961,946,98.44
A2022145,2022-05-25,MOD21A2,LST_Night_1KM,279.3000,288.9600,237975.0156,9.6600,282.9667,2.0642,1.4367,961,841,87.51
A2022153,2022-06-02,MOD21A2,LST_Night_1KM,280.3200,290.0800,199120.1250,9.7600,286.0921,3.9163,1.9790,961,696,72.42
A2022161,2022-06-10,MOD21A2,LST_Night_1KM,282.8600,291.8400,241523.6875,8.9800,287.1863,3.7727,1.9423,961,841,87.51
A2022169,2022-06-18,MOD21A2,LST_Night_1KM,284.4400,298.7200,254384.0781,14.2800,289.4017,6.2901,2.5080,961,879,91.47
A2022177,2022-06-26,MOD21A2,LST_Night_1KM,286.5400,298.8800,280546.4062,12.3400,292.2358,4.4931,2.1197,961,960,99.90
A2022185,2022-07-04,MOD21A2,LST_Night_1KM,282.1800,290.0600,130605.8359,7.8800,284.5443,1.1950,1.0932,961,459,47.76
A2022193,2022-07-12,MOD21A2,LST_Night_1KM,282.5400,295.8200,233955.7031,13.2800,285.6602,2.7686,1.6639,961,819,85.22
A2022201,2022-07-20,MOD21A2,LST_Night_1KM,287.4200,297.9000,281067.1250,10.4800,292.4736,4.4984,2.1209,961,961,100.00
A2022209,2022-07-28,MOD21A2,LST_Night_1KM,283.1600,296.9800,274259.2188,13.8200,290.8369,1.6977,1.3030,961,943,98.13
A2022217,2022-08-05,MOD21A2,LST_Night_1KM,282.7600,300.1400,245420.7656,17.3800,288.7303,11.0264,3.3206,961,850,88.45
A2022225,2022-08-13,MOD21A2,LST_Night_1KM,288.0200,296.9600,281078.4375,8.9400,293.4013,3.0797,1.7549,961,958,99.69
A2022233,2022-08-21,MOD21A2,LST_Night_1KM,283.7200,295.7400,207446.6562,12.0200,291.3577,2.1554,1.4681,961,712,74.09
A2022241,2022-08-29,MOD21A2,LST_Night_1KM,281.4800,291.0600,271700.5312,9.5800,285.6998,1.8521,1.3609,961,951,98.96
A2022249,2022-09-06,MOD21A2,LST_Night_1KM,281.2800,288.4000,263501.7812,7.1200,283.9459,0.5051,0.7107,961,928,96.57
A2022257,2022-09-14,MOD21A2,LST_Night_1KM,270.7200,282.9400,92959.6484,12.2200,279.9989,4.9171,2.2174,961,332,34.55
A2022265,2022-09-22,MOD21A2,LST_Night_1KM,274.8400,283.6600,264100.6250,8.8200,279.1761,1.7727,1.3314,961,946,98.44
A2022273,2022-09-30,MOD21A2,LST_Night_1KM,276.6600,286.6400,269275.4688,9.9800,281.9638,2.8802,1.6971,961,955,99.38
A2022281,2022-10-08,MOD21A2,LST_Night_1KM,273.7400,279.8800,263744.7812,6.1400,277.0428,1.4270,1.1946,961,952,99.06
A2022297,2022-10-24,MOD21A2,LST_Night_1KM,278.4200,283.6000,269410.2188,5.1800,280.9283,0.9381,0.9686,961,959,99.79
A2022305,2022-11-01,MOD21A2,LST_Night_1KM,272.0800,280.2600,263496.7500,8.1800,276.7823,1.7476,1.3220,961,952,99.06
A2022313,2022-11-09,MOD21A2,LST_Night_1KM,274.4600,281.6200,255643.3281,7.1600,277.2704,1.1604,1.0772,961,922,95.94
A2022321,2022-11-17,MOD21A2,LST_Night_1KM,261.4000,273.2400,250223.8750,11.8400,267.0479,1.8290,1.3524,961,937,97.50
A2022329,2022-11-25,MOD21A2,LST_Night_1KM,261.9000,274.0000,256177.9375,12.1000,271.0878,2.3246,1.5247,961,945,98.34
A2022337,2022-12-03,MOD21A2,LST_Night_1KM,263.2800,272.7000,38637.3594,9.4200,268.3150,6.0603,2.4618,961,144,14.98
A2022345,2022-12-11,MOD21A2,LST_Night_1KM,251.2200,268.2400,150439.6250,17.0200,260.2762,5.0875,2.2555,961,578,60.15
A2022353,2022-12-19,MOD21A2,LST_Night_1KM,259.2600,270.3800,141171.4375,11.1200,267.3701,2.4296,1.5587,961,528,54.94
A2022361,2022-12-27,MOD21A2,LST_Night_1KM,270.7000,274.5800,175347.0469,3.8800,273.1263,0.4950,0.7036,961,642,66.81
