date[YYYYDDD],date,product,band,min,max,sum,range,mean,variance,standard_deviation,tot_pixels,pixels_pass_qa,per_cent_pixels_pass_qa
A2018153,2018-06-02,MOD21A2,LST_Day_1KM,294.8800,311.3600,290710.5625,16.4800,302.5084,9.7137,3.1167,961,961,100.00
A2018161,2018-06-10,MOD21A2,LST_Day_1KM,288.0400,313.0400,94240.1797,25.0000,302.0518,19.4761,4.4132,961,312,32.47
A2018169,2018-06-18,MOD21A2,LST_Day_1KM,281.9400,315.9400,210675.0469,34.0000,306.2137,14.1026,3.7553,961,688,71.59
A2018177,2018-06-26,MOD21A2,LST_Day_1KM,288.7600,305.2600,151217.4219,16.5000,298.8487,8.8753,2.9791,961,506,52.65
A2018185,2018-07-04,MOD21A2,LST_Day_1KM,297.9000,341.4000,293268.6875,43.5000,305.1703,10.6099,3.2573,961,961,100.00
A2018193,2018-07-12,MOD21A2,LST_Day_1KM,290.2000,308.4400,194894.7812,18.2400,298.9184,12.0531,3.4718,961,652,67.85
A2018201,2018-07-20,MOD21A2,LST_Day_1KM,297.4400,311.8000,290732.3750,14.3600,302.5311,4.7442,2.1781,961,961,100.00
A2018209,2018-07-28,MOD21A2,LST_Day_1KM,299.8600,313.8800,294444.3750,14.0200,306.3937,7.0156,2.6487,961,961,100.00
A2018217,2018-08-05,MOD21A2,LST_Day_1KM,297.7400,313.3400,294085.0625,15.6000,306.0198,8.9111,2.9851,961,961,100.00
A2018225,2018-08-13,MOD21A2,LST_Day_1KM,297.4600,311.5400,293008.0625,14.0800,304.8991,8.2024,2.8640,961,961,100.00
A2018233,2018-08-21,MOD21A2,LST_Day_1KM,285.4400,309.6000,235748.9531,24.1600,301.8553,16.7724,4.0954,961,781,81.27
A2018241,2018-08-29,MOD21A2,LST_Day_1KM,291.5000,305.5600,276993.1562,14.0600,298.4840,6.0520,2.4601,961,928,96.57
A2018249,2018-09-06,MOD21A2,LST_Day_1KM,294.0800,306.5800,287327.5625,12.5000,298.9881,4.3011,2.0739,961,961,100.00
A2018257,2018-09-14,MOD21A2,LST_Day_1KM,293.8400,302.5400,286358.4688,8.7000,297.9797,2.2162,1.4887,961,961,100.00
A2018265,2018-09-22,MOD21A2,LST_Day_1KM,277.9200,296.2000,226276.2344,18.2800,287.8832,11.6089,3.4072,961,786,81.79
A2018273,2018-09-30,MOD21A2,LST_Day_1KM,278.5000,294.0800,278710.9375,15.5800,290.0218,2.3038,1.5178,961,961,100.00
A2018281,2018-10-08,MOD21A2,LST_Day_1KM,291.3000,297.9400,283538.1875,6.6400,295.0450,1.3180,1.1480,961,961,100.00
A2018289,2018-10-16,MOD21A2,LST_Day_1KM,280.5600,297.8200,192213.8750,17.2600,289.0434,6.2587,2.5017,961,665,69.20
A2018297,2018-10-24,MOD21A2,LST_Day_1KM,278.1600,292.3200,190420.0156,14.1600,288.9530,3.9090,1.9771,961,659,68.57
A2018305,2018-11-01,MOD21A2,LST_Day_1KM,284.5600,292.4000,277954.0312,7.8400,289.2342,1.7801,1.3342,961,961,100.00
A2018313,2018-11-09,MOD21A2,LST_Day_1KM,282.8400,353.8200,275228.6250,70.9800,286.3982,10.6449,3.2627,961,961,100.00
A2018321,2018-11-17,MOD21A2,LST_Day_1KM,267.0800,280.9600,265711.0000,13.8800,276.7823,0.9775,0.9887,961,960,99.90
A2018329,2018-11-25,MOD21A2,LST_Day_1KM,267.2400,273.8800,255807.6875,6.6400,270.1243,0.7701,0.8775,961,947,98.54
A2018337,2018-12-03,MOD21A2,LST_Day_1KM,257.4400,279.4600,103055.4453,22.0200,272.6335,22.1550,4.7069,961,378,39.33
A2018345,2018-12-11,MOD21A2,LST_Day_1KM,,,,,,,,961,0,0.00
A2018353,2018-12-19,MOD21A2,LST_Day_1KM,266.1600,269.7600,16093.1963,3.6000,268.2199,0.5749,0.7582,961,60,6.24
A2018361,2018-12-27,MOD21A2,LST_Day_1KM,264.4200,266.9000,3447.5398,2.4800,265.1954,0.4915,0.7010,961,13,1.35
A2019001,2019-01-01,MOD21A2,LST_Day_1KM,257.6400,268.7800,236217.2656,11.1400,263.9299,3.1834,1.7842,961,895,93.13
A2019009,2019-01-09,MOD21A2,LST_Day_1KM,267.2600,273.4800,13585.2949,6.2200,271.7059,5.7267,2.3930,961,50,5.20
A2019017,2019-01-17,MOD21A2,LST_Day_1KM,263.7000,275.9200,242465.2656,12.2200,268.8085,6.2892,2.5078,961,902,93.86
A2019025,2019-01-25,MOD21A2,LST_Day_1KM,259.7200,274.4200,70503.1953,14.7000,272.2131,3.9108,1.9776,961,259,26.95
A2019033,2019-02-02,MOD21A2,LST_Day_1KM,268.2000,274.2600,249683.1562,6.0600,271.6901,1.0944,1.0461,961,919,95.63
A2019041,2019-02-10,MOD21A2,LST_Day_1KM,274.7600,284.9600,269352.6875,10.2000,280.8683,1.8876,1.3739,961,959,99.79
A2019049,2019-02-18,MOD21A2,LST_Day_1KM,275.1000,285.9800,263553.6250,10.8800,280.6748,5.1882,2.2778,961,939,97.71
A2019057,2019-02-26,MOD21A2,LST_Day_1KM,277.3200,289.1200,253689.3125,11.8000,284.7242,4.0219,2.0055,961,891,92.72
A2019065,2019-03-06,MOD21A2,LST_Day_1KM,273.9000,289.2400,178899.6250,15.3400,282.6218,9.9026,3.1468,961,633,65.87
A2019073,2019-03-14,MOD21A2,LST_Day_1KM,273.9000,290.8800,200886.5781,16.9800,285.3503,6.9785,2.6417,961,704,73.26
A2019081,2019-03-22,MOD21A2,LST_Day_1KM,283.8600,294.1000,278464.8438,10.2400,289.7657,2.7776,1.6666,961,961,100.00
A2019089,2019-03-30,MOD21A2,LST_Day_1KM,288.9000,299.4000,282718.0938,10.5000,294.1916,2.9675,1.7226,961,961,100.00
A2019097,2019-04-07,MOD21A2,LST_Day_1KM,275.7000,299.5400,245941.8438,23.8400,293.8373,7.7052,2.7758,961,837,87.10
A2019105,2019-04-15,MOD21A2,LST_Day_1KM,290.0800,302.3800,285205.3438,12.3000,296.7798,3.3750,1.8371,961,961,100.00
A2019113,2019-04-23,MOD21A2,LST_Day_1KM,290.2400,309.9600,289799.3125,19.7200,301.5602,9.8420,3.1372,961,961,100.00
A2019121,2019-05-01,MOD21A2,LST_Day_1KM,286.9600,300.9000,282086.3438,13.9400,294.4534,5.6406,2.3750,961,958,99.69
A2019129,2019-05-09,MOD21A2,LST_Day_1KM,253.0600,298.5200,91021.7969,45.4600,282.6764,258.1490,16.0670,961,322,33.51
A2019137,2019-05-17,MOD21A2,LST_Day_1KM,292.1400,305.5600,285498.8750,13.4200,298.0155,5.5193,2.3493,961,958,99.69
A2019145,2019-05-25,MOD21A2,LST_Day_1KM,292.9600,306.3000,286812.2500,13.3400,298.4519,5.6371,2.3743,961,961,100.00
A2019153,2019-06-02,MOD21A2,LST_Day_1KM,297.0200,312.6200,291857.6250,15.6000,303.7020,6.6363,2.5761,961,961,100.00
A2019161,2019-06-10,MOD21A2,LST_Day_1KM,301.8000,334.0400,295456.6250,32.2400,307.4471,8.0708,2.8409,961,961,100.00
A2019169,2019-06-18,MOD21A2,LST_Day_1KM,298.4000,318.4400,295196.4062,20.0400,307.1763,15.8905,3.9863,961,961,100.00
A2019177,2019-06-26,MOD21A2,LST_Day_1KM,300.0600,315.1400,295593.2188,15.0800,307.5892,8.9824,2.9971,961,961,100.00
A2019185,2019-07-04,MOD21A2,LST_Day_1KM,287.4200,316.6400,204912.7812,29.2200,301.7861,26.6401,5.1614,961,679,70.66
A2019193,2019-07-12,MOD21A2,LST_Day_1KM,290.9600,312.5000,227766.5938,21.5400,301.6776,12.7525,3.5711,961,755,78.56
A2019201,2019-07-20,MOD21A2,LST_Day_1KM,284.8200,318.6400,273192.2812,33.8200,306.2694,12.3030,3.5076,961,892,92.82
A2019209,2019-07-28,MOD21A2,LST_Day_1KM,296.5400,315.0400,292787.6875,18.5000,305.9432,14.2875,3.7799,961,957,99.58
A2019217,2019-08-05,MOD21A2,LST_Day_1KM,294.0000,309.4800,286991.4688,15.4800,302.0963,7.0828,2.6613,961,950,98.86
A2019225,2019-08-13,MOD21A2,LST_Day_1KM,294.3000,308.9400,272621.0625,14.6400,300.2435,6.7707,2.6021,961,908,94.48
A2019233,2019-08-21,MOD21A2,LST_Day_1KM,295.2400,309.6600,291052.1562,14.4200,302.8639,7.1211,2.6685,961,961,100.00
A2019241,2019-08-29,MOD21A2,LST_Day_1KM,297.0800,306.7400,289414.7188,9.6600,301.1599,3.4547,1.8587,961,961,100.00
A2019249,2019-09-06,MOD21A2,LST_Day_1KM,290.8800,301.6600,284154.4375,10.7800,295.6862,2.6388,1.6244,961,961,100.00
A2019257,2019-09-14,MOD21A2,LST_Day_1KM,286.8600,297.0200,280565.3750,10.1600,291.9515,3.6856,1.9198,961,961,100.00
A2019265,2019-09-22,MOD21A2,LST_Day_1KM,287.9200,299.6000,280792.0625,11.6800,292.1874,2.2624,1.5041,961,961,100.00
A2019273,2019-09-30,MOD21A2,LST_Day_1KM,279.2000,292.0600,275057.5938,12.8600,286.2202,4.8100,2.1932,961,961,100.00
A2019281,2019-10-08,MOD21A2,LST_Day_1KM,284.3000,295.1400,279589.6250,10.8400,290.9361,2.2020,1.4839,961,961,100.00
A2019289,2019-10-16,MOD21A2,LST_Day_1KM,286.7000,295.6200,280922.3750,8.9200,292.3230,1.0403,1.0200,961,961,100.00
A2019297,2019-10-24,MOD21A2,LST_Day_1KM,284.5200,294.1800,277209.8125,9.6600,288.4597,1.7134,1.3090,961,961,100.00
A2019305,2019-11-01,MOD21A2,LST_Day_1KM,275.5400,286.2200,259662.2656,10.6800,279.8085,2.6143,1.6169,961,928,96.57
A2019313,2019-11-09,MOD21A2,LST_Day_1KM,278.3200,289.6400,185802.6875,11.3200,284.5370,4.6930,2.1663,961,653,67.95
A2019321,2019-11-17,MOD21A2,LST_Day_1KM,276.6400,280.9800,267925.2812,4.3400,278.7984,0.7106,0.8430,961,961,100.00
A2019329,2019-11-25,MOD21A2,LST_Day_1KM,270.4000,278.7400,192102.8438,8.3400,275.2190,1.0644,1.0317,961,698,72.63
A2019337,2019-12-03,MOD21A2,LST_Day_1KM,271.0000,276.7600,226310.0156,5.7600,273.6518,0.7165,0.8465,961,827,86.06
A2019345,2019-12-11,MOD21A2,LST_Day_1KM,271.2800,281.2200,266607.5625,9.9400,277.4272,2.0621,1.4360,961,961,100.00
A2019353,2019-12-19,MOD21A2,LST_Day_1KM,279.8200,286.6800,272585.4062,6.8600,284.2392,1.0821,1.0403,961,959,99.79
A2019361,2019-12-27,MOD21A2,LST_Day_1KM,,,,,,,,961,0,0.00
A2020001,2020-01-01,MOD21A2,LST_Day_1KM,272.4800,276.3800,262065.2656,3.9000,274.7015,0.4845,0.6961,961,954,99.27
A2020009,2020-01-09,MOD21A2,LST_Day_1KM,271.5200,276.7800,257385.0938,5.2600,274.9841,0.6306,0.7941,961,936,97.40
A2020017,2020-01-17,MOD21A2,LST_Day_1KM,273.9600,277.4800,257898.0000,3.5200,275.5320,0.2231,0.4723,961,936,97.40
A2020025,2020-01-25,MOD21A2,LST_Day_1KM,267.7800,282.5400,55345.0156,14.7600,273.9852,11.5343,3.3962,961,202,21.02
A2020033,2020-02-02,MOD21A2,LST_Day_1KM,274.2800,279.1400,262128.2500,4.8600,276.5066,0.5832,0.7637,961,948,98.65
A2020041,2020-02-10,MOD21A2,LST_Day_1KM,273.8200,285.1800,245660.2031,11.3600,279.1593,3.8199,1.9545,961,880,91.57
A2020049,2020-02-18,MOD21A2,LST_Day_1KM,275.9000,282.8800,115702.0078,6.9800,278.8000,1.6049,1.2669,961,415,43.18
A2020057,2020-02-26,MOD21A2,LST_Day_1KM,272.9400,280.4200,45595.7812,7.4800,276.3381,2.4084,1.5519,961,165,17.17
A2020065,2020-03-05,MOD21A2,LST_Day_1KM,279.3600,297.0400,272037.8125,17.6800,285.4542,8.2826,2.8779,961,953,99.17
A2020073,2020-03-13,MOD21A2,LST_Day_1KM,280.7200,294.6400,277204.8438,13.9200,288.4546,3.0085,1.7345,961,961,100.00
A2020081,2020-03-21,MOD21A2,LST_Day_1KM,282.1600,295.6200,275413.1562,13.4600,286.8887,2.7895,1.6702,961,960,99.90
A2020089,2020-03-29,MOD21A2,LST_Day_1KM,281.6600,293.5600,277354.7188,11.9000,288.6105,3.6915,1.9213,961,961,100.00
A2020097,2020-04-06,MOD21A2,LST_Day_1KM,290.9800,303.8800,286506.8438,12.9000,298.1341,3.5981,1.8969,961,961,100.00
A2020105,2020-04-14,MOD21A2,LST_Day_1KM,286.8000,300.1000,282219.2188,13.3000,293.6725,4.9370,2.2219,961,961,100.00
A2020113,2020-04-22,MOD21A2,LST_Day_1KM,290.8200,307.1400,287230.3125,16.3200,299.5102,7.4738,2.7338,961,959,99.79
A2020121,2020-04-30,MOD21A2,LST_Day_1KM,281.4600,302.1000,211221.0625,20.6400,293.3626,16.3714,4.0462,961,720,74.92
A2020129,2020-05-08,MOD21A2,LST_Day_1KM,291.2600,308.3400,287347.6562,17.0800,299.0090,6.6373,2.5763,961,961,100.00
A2020137,2020-05-16,MOD21A2,LST_Day_1KM,288.5000,305.0600,283946.2812,16.5600,295.7774,7.1779,2.6792,961,960,99.90
A2020145,2020-05-24,MOD21A2,LST_Day_1KM,284.8000,304.2600,155236.8125,19.4600,296.2534,13.1266,3.6231,961,524,54.53
A2020153,2020-06-01,MOD21A2,LST_Day_1KM,292.3400,330.1800,287983.9062,37.8400,299.6711,11.5200,3.3941,961,961,100.00
A2020161,2020-06-09,MOD21A2,LST_Day_1KM,293.6600,315.8800,290722.5625,22.2200,305.3808,13.8204,3.7176,961,952,99.06
A2020169,2020-06-17,MOD21A2,LST_Day_1KM,289.8400,299.7800,10848.9766,9.9400,293.2156,10.5940,3.2548,961,37,3.85
A2020177,2020-06-25,MOD21A2,LST_Day_1KM,298.0200,345.8200,291099.9062,47.8000,303.2291,15.6320,3.9537,961,960,99.90
A2020185,2020-07-03,MOD21A2,LST_Day_1KM,295.9400,313.8000,292486.8125,17.8600,304.3567,8.9528,2.9921,961,961,100.00
A2020193,2020-07-11,MOD21A2,LST_Day_1KM,289.2000,309.5400,261596.4531,20.3400,298.9674,11.6038,3.4064,961,875,91.05
A2020201,2020-07-19,MOD21A2,LST_Day_1KM,296.1000,313.2400,290784.2500,17.1400,302.5851,8.1592,2.8564,961,961,100.00
A2020209,2020-07-27,MOD21A2,LST_Day_1KM,295.9000,332.7400,290800.6562,36.8400,302.6021,7.0530,2.6557,961,961,100.00
A2020217,2020-08-04,MOD21A2,LST_Day_1KM,289.0600,313.4000,292199.2812,24.3400,304.0575,12.1522,3.4860,961,961,100.00
A2020225,2020-08-12,MOD21A2,LST_Day_1KM,297.6600,322.7400,291667.0000,25.0800,303.5036,5.3430,2.3115,961,961,100.00
A2020233,2020-08-20,MOD21A2,LST_Day_1KM,297.0600,310.1800,289798.4062,13.1200,301.5592,3.7938,1.9478,961,961,100.00
A2020241,2020-08-28,MOD21A2,LST_Day_1KM,294.7000,306.3600,286938.4688,11.6600,298.5832,3.5156,1.8750,961,961,100.00
A2020249,2020-09-05,MOD21A2,LST_Day_1KM,293.0800,303.0000,285423.7500,9.9200,297.0070,2.9172,1.7080,961,961,100.00
A2020257,2020-09-13,MOD21A2,LST_Day_1KM,291.4600,302.5800,285951.3750,11.1200,297.5561,3.7450,1.9352,961,961,100.00
A2020265,2020-09-21,MOD21A2,LST_Day_1KM,294.1400,303.2800,285892.6875,9.1400,297.4950,2.1856,1.4784,961,961,100.00
A2020273,2020-09-29,MOD21A2,LST_Day_1KM,285.1800,296.8200,278794.5938,11.6400,292.5442,1.7092,1.3074,961,953,99.17
A2020281,2020-10-07,MOD21A2,LST_Day_1KM,281.4400,292.9000,139463.7812,11.4600,287.5542,2.5993,1.6122,961,485,50.47
A2020289,2020-10-15,MOD21A2,LST_Day_1KM,282.3800,290.5800,239721.5312,8.2000,285.0434,1.5553,1.2471,961,841,87.51
A2020297,2020-10-23,MOD21A2,LST_Day_1KM,280.4800,289.0800,248032.0156,8.6000,286.4111,1.2109,1.1004,961,866,90.11
A2020305,2020-10-31,MOD21A2,LST_Day_1KM,270.3400,287.3200,94971.0547,16.9800,285.1984,7.1081,2.6661,961,333,34.65
A2020313,2020-11-08,MOD21A2,LST_Day_1KM,280.2800,286.7000,272664.2812,6.4200,283.7297,0.4248,0.6518,961,961,100.00
A2020321,2020-11-16,MOD21A2,LST_Day_1KM,273.3200,284.3400,173770.5781,11.0200,279.8238,5.1294,2.2648,961,621,64.62
A2020329,2020-11-24,MOD21A2,LST_Day_1KM,275.3600,282.5200,266601.5000,7.1600,277.7099,2.5053,1.5828,961,960,99.90
A2020337,2020-12-02,MOD21A2,LST_Day_1KM,273.6200,275.5000,1098.0801,1.8800,274.5200,0.4634,0.6807,961,4,0.42
A2020345,2020-12-10,MOD21A2,LST_Day_1KM,256.9200,277.1200,258594.0469,20.2000,273.9344,4.9840,2.2325,961,944,98.23
A2020353,2020-12-18,MOD21A2,LST_Day_1KM,273.4200,273.8800,3830.5601,0.4600,273.6114,0.0179,0.1339,961,14,1.46
A2020361,2020-12-26,MOD21A2,LST_Day_1KM,269.4600,278.8400,264844.8750,9.3800,275.5930,1.8098,1.3453,961,961,100.00
A2021001,2021-01-01,MOD21A2,LST_Day_1KM,259.6400,279.8200,213784.0781,20.1800,275.4949,13.2340,3.6379,961,776,80.75
A2021009,2021-01-09,MOD21A2,LST_Day_1KM,266.3800,275.5400,30175.8574,9.1600,274.3260,2.3094,1.5197,961,110,11.45
A2021017,2021-01-17,MOD21A2,LST_Day_1KM,255.0600,276.6000,254840.3281,21.5400,266.5694,7.6680,2.7691,961,956,99.48
A2021025,2021-01-25,MOD21A2,LST_Day_1KM,265.0600,272.3600,247356.3125,7.3000,267.9917,2.4571,1.5675,961,923,96.05
A2021033,2021-02-02,MOD21A2,LST_Day_1KM,260.5600,261.8000,3134.1604,1.2400,261.1800,0.3844,0.6200,961,12,1.25
A2021041,2021-02-10,MOD21A2,LST_Day_1KM,261.6400,265.5000,100661.4688,3.8600,263.5117,0.7345,0.8570,961,382,39.75
A2021049,2021-02-18,MOD21A2,LST_Day_1KM,273.4400,286.4000,268474.4688,12.9600,279.9525,3.2703,1.8084,961,959,99.79
A2021057,2021-02-26,MOD21A2,LST_Day_1KM,278.5600,291.2600,274259.8750,12.7000,286.2838,2.7978,1.6727,961,958,99.69
A2021065,2021-03-06,MOD21A2,LST_Day_1KM,271.8000,285.9400,246842.1250,14.1400,280.5024,5.6241,2.3715,961,880,91.57
A2021073,2021-03-14,MOD21A2,LST_Day_1KM,253.7800,283.4600,82295.5938,29.6800,277.0895,12.7257,3.5673,961,297,30.91
A2021081,2021-03-22,MOD21A2,LST_Day_1KM,278.6400,293.4400,259028.2969,14.8000,287.8092,6.1535,2.4806,961,900,93.65
A2021089,2021-03-30,MOD21A2,LST_Day_1KM,279.4800,302.5200,277858.7188,23.0400,291.5621,10.2422,3.2003,961,953,99.17
A2021097,2021-04-07,MOD21A2,LST_Day_1KM,277.4800,290.0200,272322.7188,12.5400,285.1547,5.8571,2.4201,961,955,99.38
A2021105,2021-04-15,MOD21A2,LST_Day_1KM,276.0200,294.5000,83605.3672,18.4800,284.3720,11.3645,3.3711,961,294,30.59
A2021113,2021-04-23,MOD21A2,LST_Day_1KM,283.2800,299.6800,277406.6875,16.4000,293.5521,7.6260,2.7615,961,945,98.34
A2021121,2021-05-01,MOD21A2,LST_Day_1KM,280.7000,292.8800,62814.4648,12.1800,286.8240,6.0530,2.4603,961,219,22.79
A2021129,2021-05-09,MOD21A2,LST_Day_1KM,295.0800,325.9400,291667.7812,30.8600,303.5045,9.6197,3.1016,961,961,100.00
A2021137,2021-05-17,MOD21A2,LST_Day_1KM,286.4200,302.1400,210943.0312,15.7200,294.6132,7.4160,2.7232,961,716,74.51
A2021145,2021-05-25,MOD21A2,LST_Day_1KM,281.1600,303.2200,231273.4844,22.0600,294.6159,10.2145,3.1960,961,785,81.69
A2021153,2021-06-02,MOD21A2,LST_Day_1KM,292.6200,309.1400,286655.8750,16.5200,300.1632,7.4590,2.7311,961,955,99.38
A2021161,2021-06-10,MOD21A2,LST_Day_1KM,289.8600,311.9600,286802.2500,22.1000,300.9467,12.2058,3.4937,961,953,99.17
A2021169,2021-06-18,MOD21A2,LST_Day_1KM,302.1200,315.8800,295992.3438,13.7600,308.0045,7.2640,2.6952,961,961,100.00
A2021177,2021-06-26,MOD21A2,LST_Day_1KM,293.6400,313.5200,227534.5625,19.8800,302.1707,9.5223,3.0858,961,753,78.36
A2021185,2021-07-04,MOD21A2,LST_Day_1KM,286.3600,326.1000,292735.6875,39.7400,306.2089,11.2424,3.3530,961,956,99.48
A2021193,2021-07-12,MOD21A2,LST_Day_1KM,295.7000,311.1000,285561.5938,15.4000,303.1440,6.5927,2.5676,961,942,98.02
A2021201,2021-07-20,MOD21A2,LST_Day_1KM,293.1600,311.4600,229374.5781,18.3000,302.2063,9.3168,3.0523,961,759,78.98
A2021209,2021-07-28,MOD21A2,LST_Day_1KM,291.1400,308.9200,282768.2188,17.7800,300.4976,6.4925,2.5480,961,941,97.92
A2021217,2021-08-05,MOD21A2,LST_Day_1KM,295.2600,312.2800,288164.0938,17.0200,299.8586,4.4675,2.1136,961,961,100.00
A2021225,2021-08-13,MOD21A2,LST_Day_1KM,294.9600,317.0000,290291.0312,22.0400,303.3344,9.9186,3.1494,961,957,99.58
A2021233,2021-08-21,MOD21A2,LST_Day_1KM,286.8000,304.4200,205210.2656,17.6200,295.6920,8.9167,2.9861,961,694,72.22
A2021241,2021-08-29,MOD21A2,LST_Day_1KM,285.4600,299.7600,281625.8438,14.3000,293.3603,4.7299,2.1748,961,960,99.90
A2021249,2021-09-06,MOD21A2,LST_Day_1KM,293.1800,304.0200,285899.2812,10.8400,297.5019,3.1509,1.7751,961,961,100.00
A2021257,2021-09-14,MOD21A2,LST_Day_1KM,292.2800,331.5800,287151.1250,39.3000,299.4277,5.1217,2.2631,961,959,99.79
A2021265,2021-09-22,MOD21A2,LST_Day_1KM,287.8800,300.0400,282764.6875,12.1600,294.2401,2.8121,1.6769,961,961,100.00
A2021273,2021-09-30,MOD21A2,LST_Day_1KM,284.8000,312.7200,281741.8438,27.9200,293.1757,3.7496,1.9364,961,961,100.00
A2021281,2021-10-08,MOD21A2,LST_Day_1KM,280.4200,290.0600,274551.6250,9.6400,285.6937,2.1914,1.4803,961,961,100.00
A2021289,2021-10-16,MOD21A2,LST_Day_1KM,282.5400,291.7200,275946.9375,9.1800,287.1456,2.9318,1.7122,961,961,100.00
A2021297,2021-10-24,MOD21A2,LST_Day_1KM,284.7400,291.3000,276020.7500,6.5600,287.2224,0.6544,0.8089,961,961,100.00
A2021305,2021-11-01,MOD21A2,LST_Day_1KM,280.7000,287.9000,274066.2812,7.2000,285.1886,1.1799,1.0862,961,961,100.00
A2021313,2021-11-09,MOD21A2,LST_Day_1KM,279.2000,284.8200,270991.5312,5.6200,282.5772,0.7692,0.8771,961,959,99.79
A2021321,2021-11-17,MOD21A2,LST_Day_1KM,273.1800,280.5600,261972.1250,7.3800,276.6337,1.6665,1.2909,961,947,98.54
A2021329,2021-11-25,MOD21A2,LST_Day_1KM,265.3800,278.4000,263894.2500,13.0200,274.8898,6.4743,2.5445,961,960,99.90
A2021337,2021-12-03,MOD21A2,LST_Day_1KM,257.8200,275.9400,166149.0781,18.1200,273.2715,12.0545,3.4720,961,608,63.27
A2021345,2021-12-11,MOD21A2,LST_Day_1KM,267.3600,273.5600,184070.5156,6.2000,270.2944,0.8027,0.8959,961,681,70.86
A2021353,2021-12-19,MOD21A2,LST_Day_1KM,262.9200,270.9200,202223.4062,8.0000,266.0834,2.6259,1.6205,961,760,79.08
A2021361,2021-12-27,MOD21A2,LST_Day_1KM,265.6600,267.7200,13331.7617,2.0600,266.6352,0.3602,0.6002,961,50,5.20
A2022001,2022-01-01,MOD21A2,LST_Day_1KM,253.1400,282.3800,153048.5938,29.2400,274.7731,24.8327,4.9832,961,557,57.96
A2022009,2022-01-09,MOD21A2,LST_Day_1KM,268.8600,275.8600,260842.1094,7.0000,273.7063,0.6791,0.8241,961,953,99.17
A2022017,2022-01-17,MOD21A2,LST_Day_1KM,257.9200,272.5600,59045.2031,14.6400,269.6128,5.5343,2.3525,961,219,22.79
A2022025,2022-01-25,MOD21A2,LST_Day_1KM,249.4800,259.6400,6317.5400,10.1600,252.7016,6.9983,2.6454,961,25,2.60
A2022033,2022-02-02,MOD21A2,LST_Day_1KM,269.9000,276.4800,7144.4590,6.5800,274.7869,3.4946,1.8694,961,26,2.71
A2022041,2022-02-10,MOD21A2,LST_Day_1KM,270.3000,283.8400,267801.9688,13.5400,279.2513,2.2373,1.4958,961,959,99.79
A2022049,2022-02-18,MOD21A2,LST_Day_1KM,275.7800,283.1600,257683.8438,7.3800,280.0911,1.1958,1.0935,961,920,95.73
A2022057,2022-02-26,MOD21A2,LST_Day_1KM,274.7000,282.7600,267680.7188,8.0600,278.5439,1.7520,1.3236,961,961,100.00
A2022065,2022-03-06,MOD21A2,LST_Day_1KM,275.8800,284.5600,268803.6562,8.6800,280.0038,2.2731,1.5077,961,960,99.90
A2022073,2022-03-14,MOD21A2,LST_Day_1KM,281.2000,290.1400,275526.5000,8.9400,286.7081,2.1429,1.4639,961,961,100.00
A2022081,2022-03-22,MOD21A2,LST_Day_1KM,285.6000,296.8600,281663.5312,11.2600,293.0942,2.7726,1.6651,961,961,100.00
A2022089,2022-03-30,MOD21A2,LST_Day_1KM,266.7400,286.1000,88495.4609,19.3600,280.0489,25.8227,5.0816,961,316,32.88
A2022097,2022-04-07,MOD21A2,LST_Day_1KM,288.3000,301.0200,283896.6250,12.7200,295.4179,4.2949,2.0724,961,961,100.00
A2022105,2022-04-15,MOD21A2,LST_Day_1KM,277.9000,292.8200,79350.0703,14.9200,284.4088,11.5903,3.4045,961,279,29.03
A2022113,2022-04-23,MOD21A2,LST_Day_1KM,284.1600,298.6200,86109.9219,14.4600,290.9119,7.9599,2.8213,961,296,30.80
A2022121,2022-05-01,MOD21A2,LST_Day_1KM,285.9600,304.9000,208165.2344,18.9400,296.5317,13.3191,3.6495,961,702,73.05
A2022129,2022-05-09,MOD21A2,LST_Day_1KM,290.4400,305.4800,287053.3750,15.0400,298.7028,6.5600,2.5613,961,961,100.00
A2022137,2022-05-17,MOD21A2,LST_Day_1KM,293.6000,307.3200,289234.4062,13.7200,300.9723,7.4334,2.7264,961,961,100.00
A2022145,2022-05-25,MOD21A2,LST_Day_1KM,282.9600,305.2600,241894.7969,22.3000,296.0769,12.2235,3.4962,961,817,85.02
A2022153,2022-06-02,MOD21A2,LST_Day_1KM,295.0800,310.5000,289546.4062,15.4200,301.2970,7.7715,2.7877,961,961,100.00
A2022161,2022-06-10,MOD21A2,LST_Day_1KM,291.9400,310.6800,285889.8125,18.7400,299.3611,10.0895,3.1764,961,955,99.38
A2022169,2022-06-18,MOD21A2,LST_Day_1KM,298.7000,311.6000,291656.9062,12.9000,303.4931,5.6909,2.3856,961,961,100.00
A2022177,2022-06-26,MOD21A2,LST_Day_1KM,301.8200,316.0000,296075.2500,14.1800,308.0908,7.8696,2.8053,961,961,100.00
A2022185,2022-07-04,MOD21A2,LST_Day_1KM,282.5800,308.2400,160934.1875,25.6600,298.0263,20.8847,4.5700,961,540,56.19
A2022193,2022-07-12,MOD21A2,LST_Day_1KM,294.7400,310.3200,290281.6875,15.5800,302.0621,12.2449,3.4993,961,961,100.00
A2022201,2022-07-20,MOD21A2,LST_Day_1KM,299.6800,318.8200,295246.3125,19.1400,307.2282,14.1451,3.7610,961,961,100.00
